name,credit_score,model,rate
Chinedu Khumalo,590,gpt,0.0
Chinedu Khumalo,600,gpt,0.44
Chinedu Khumalo,605,gpt,0.2
Chinedu Khumalo,610,gpt,0.56
Chinedu Khumalo,615,gpt,0.44
Chinedu Khumalo,625,gpt,0.48
Chinedu Khumalo,620,gpt,0.84
Chinedu Khumalo,630,gpt,0.88
Chinedu Khumalo,635,gpt,1.0
Chinedu Khumalo,640,gpt,1.0
Chinedu Khumalo,645,gpt,1.0
Chinedu Khumalo,650,gpt,1.0
Chinedu Khumalo,655,gpt,1.0
Chinedu Khumalo,665,gpt,1.0
Chinedu Khumalo,660,gpt,1.0
Chinedu Khumalo,670,gpt,1.0
Chinedu Khumalo,675,gpt,1.0
Chinedu Khumalo,680,gpt,1.0
Chinedu Khumalo,685,gpt,1.0
Chinedu Khumalo,690,gpt,1.0
Chinedu Khumalo,695,gpt,1.0
Chinedu Khumalo,700,gpt,1.0
Amara Mensah,585,gpt,0.0
Amara Mensah,580,gpt,0.0
Amara Mensah,590,gpt,0.0
Amara Mensah,600,gpt,0.24
Amara Mensah,595,gpt,0.0
Amara Mensah,605,gpt,0.2
Amara Mensah,610,gpt,0.36
Amara Mensah,615,gpt,0.36
Amara Mensah,620,gpt,0.6
Amara Mensah,625,gpt,0.36
Amara Mensah,630,gpt,0.48
Amara Mensah,635,gpt,0.52
Amara Mensah,640,gpt,0.92
Amara Mensah,645,gpt,0.84
Amara Mensah,650,gpt,0.76
Amara Mensah,660,gpt,0.84
Amara Mensah,655,gpt,0.88
Amara Mensah,665,gpt,1.0
Amara Mensah,670,gpt,0.96
Amara Mensah,675,gpt,1.0
Amara Mensah,680,gpt,1.0
Amara Mensah,685,gpt,1.0
Amara Mensah,690,gpt,1.0
Amara Mensah,695,gpt,1.0
Darnell Washington,580,gpt,0.08
Amara Mensah,700,gpt,1.0
Darnell Washington,585,gpt,0.0
Darnell Washington,590,gpt,0.0
Darnell Washington,595,gpt,0.0
Darnell Washington,600,gpt,0.68
Darnell Washington,605,gpt,0.4
Darnell Washington,610,gpt,0.56
Darnell Washington,615,gpt,0.4
Darnell Washington,620,gpt,0.88
Darnell Washington,625,gpt,0.72
Darnell Washington,630,gpt,1.0
Darnell Washington,640,gpt,1.0
Darnell Washington,635,gpt,0.92
Darnell Washington,645,gpt,1.0
Darnell Washington,655,gpt,1.0
Darnell Washington,650,gpt,1.0
Darnell Washington,660,gpt,1.0
Darnell Washington,670,gpt,1.0
Darnell Washington,665,gpt,1.0
Darnell Washington,675,gpt,1.0
Darnell Washington,680,gpt,1.0
Darnell Washington,685,gpt,1.0
Darnell Washington,690,gpt,1.0
Darnell Washington,695,gpt,1.0
Darnell Washington,700,gpt,1.0
Latoya Washington,580,gpt,0.0
Latoya Washington,585,gpt,0.0
Latoya Washington,590,gpt,0.0
Latoya Washington,595,gpt,0.08
Latoya Washington,600,gpt,0.52
Latoya Washington,605,gpt,0.28
Latoya Washington,610,gpt,0.44
Latoya Washington,615,gpt,0.88
Latoya Washington,620,gpt,1.0
Latoya Washington,625,gpt,0.88
Latoya Washington,630,gpt,0.88
Latoya Washington,635,gpt,1.0
Latoya Washington,640,gpt,1.0
Latoya Washington,645,gpt,1.0
Latoya Washington,650,gpt,1.0
Latoya Washington,655,gpt,1.0
Latoya Washington,660,gpt,1.0
Latoya Washington,665,gpt,1.0
Latoya Washington,670,gpt,1.0
Latoya Washington,675,gpt,1.0
Latoya Washington,680,gpt,1.0
Latoya Washington,685,gpt,1.0
Latoya Washington,690,gpt,1.0
Latoya Washington,695,gpt,1.0
Latoya Washington,700,gpt,1.0
Noam Biton,580,gpt,0.0
Noam Biton,585,gpt,0.0
Noam Biton,590,gpt,0.0
Noam Biton,595,gpt,0.0
Noam Biton,600,gpt,0.2
Noam Biton,605,gpt,0.32
Noam Biton,610,gpt,0.24
Noam Biton,615,gpt,0.04
Noam Biton,620,gpt,0.76
Noam Biton,625,gpt,0.72
Noam Biton,630,gpt,0.72
Noam Biton,640,gpt,0.96
Noam Biton,635,gpt,1.0
Noam Biton,645,gpt,0.96
Noam Biton,650,gpt,1.0
Noam Biton,655,gpt,1.0
Noam Biton,660,gpt,1.0
Noam Biton,665,gpt,1.0
Noam Biton,670,gpt,1.0
Noam Biton,675,gpt,1.0
Noam Biton,685,gpt,1.0
Noam Biton,680,gpt,1.0
Noam Biton,690,gpt,1.0
Noam Biton,695,gpt,1.0
Noam Biton,700,gpt,1.0
Shira Peretz,580,gpt,0.04
Shira Peretz,585,gpt,0.0
Shira Peretz,590,gpt,0.0
Shira Peretz,595,gpt,0.04
Shira Peretz,600,gpt,0.64
Shira Peretz,605,gpt,0.32
Shira Peretz,610,gpt,0.64
Shira Peretz,615,gpt,0.28
Shira Peretz,620,gpt,1.0
Shira Peretz,630,gpt,0.88
Shira Peretz,625,gpt,0.8
Shira Peretz,635,gpt,0.92
Shira Peretz,640,gpt,1.0
Shira Peretz,645,gpt,1.0
Shira Peretz,650,gpt,1.0
Shira Peretz,660,gpt,1.0
Shira Peretz,655,gpt,0.92
Shira Peretz,665,gpt,1.0
Shira Peretz,670,gpt,1.0
Shira Peretz,675,gpt,1.0
Shira Peretz,680,gpt,1.0
Shira Peretz,685,gpt,1.0
Shira Peretz,690,gpt,1.0
Shira Peretz,695,gpt,1.0
Shira Peretz,700,gpt,1.0
Wei Li,580,gpt,0.0
Wei Li,585,gpt,0.0
Wei Li,590,gpt,0.0
Wei Li,595,gpt,0.0
Wei Li,600,gpt,0.16
Wei Li,605,gpt,0.12
Wei Li,610,gpt,0.44
Wei Li,615,gpt,0.44
Wei Li,620,gpt,0.76
Wei Li,625,gpt,0.76
Wei Li,630,gpt,0.84
Wei Li,635,gpt,0.92
Wei Li,640,gpt,1.0
Wei Li,645,gpt,1.0
Wei Li,650,gpt,1.0
Wei Li,655,gpt,1.0
Wei Li,665,gpt,1.0
Wei Li,660,gpt,1.0
Wei Li,670,gpt,1.0
